"mean_time_sec";"0.011197757720947266"
"mean_time_millisec";"11.197757720947266"
"mean_time_min";"0.00018662929534912111"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.000731561050589731"
"mean_sum";"0.6346666666666667"
"mean_sum_per";"63.467"
"std_sum";"0.04349201714746691"
"mean_prod";"0.6346666666666667"
"mean_prod_per";"63.467"
"std_prod";"0.04349201714746691"
"mean_max";"0.6346666666666667"
"mean_max_per";"63.467"
"std_max";"0.04349201714746691"
"best_mean_rule";"sum"
"BEST_MEAN";"0.6346666666666667"
"BEST_MEAN_per";"63.467"
"best_mean_std";"0.04349201714746691"
"best_fold";"1"
"best_rule";"max"
"best_fold_accuracy";"0.6933333333333334"
"best_fold_accuracy_per";"69.333"
"best_params";"{'metric': 'euclidean', 'n_neighbors': 6, 'weights': 'uniform'}"
