"mean_time_sec";"0.18017215728759767"
"mean_time_millisec";"180.17215728759766"
"mean_time_min";"0.0030028692881266276"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.0012294979723177818"
"mean_sum";"0.5466666666666666"
"mean_sum_per";"54.667"
"std_sum";"0.04695151163109069"
"mean_prod";"0.2826666666666667"
"mean_prod_per";"28.267"
"std_prod";"0.040792156108742275"
"mean_max";"0.44800000000000006"
"mean_max_per";"44.8"
"std_max";"0.06725077446889863"
"best_mean_rule";"sum"
"BEST_MEAN";"0.5466666666666666"
"BEST_MEAN_per";"54.667"
"best_mean_std";"0.04695151163109069"
"best_fold";"1"
"best_rule";"sum"
"best_fold_accuracy";"0.5866666666666667"
"best_fold_accuracy_per";"58.667"
"best_params";"{'criterion': 'gini', 'max_depth': 10, 'splitter': 'best'}"
