"mean_time_sec";"0.7518137454986572"
"mean_time_millisec";"751.8137454986572"
"mean_time_min";"0.012530229091644286"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.01793547272152813"
"mean_sum";"0.504"
"mean_sum_per";"50.4"
"std_sum";"0.04332820482472515"
"mean_prod";"0.31466666666666665"
"mean_prod_per";"31.467"
"std_prod";"0.02745501370929867"
"mean_max";"0.496"
"mean_max_per";"49.6"
"std_max";"0.05555377774933242"
"best_mean_rule";"sum"
"BEST_MEAN";"0.504"
"BEST_MEAN_per";"50.4"
"best_mean_std";"0.04332820482472515"
"best_fold";"4"
"best_rule";"max"
"best_fold_accuracy";"0.6"
"best_fold_accuracy_per";"60.0"
"best_params";"{'criterion': 'entropy', 'max_depth': 100, 'splitter': 'best'}"
