"mean_time_sec";"0.3354811191558838"
"mean_time_millisec";"335.4811191558838"
"mean_time_min";"0.005591351985931397"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.004155607396858517"
"mean_sum";"0.7146666666666667"
"mean_sum_per";"71.467"
"std_sum";"0.02166410241236255"
"mean_prod";"0.7146666666666667"
"mean_prod_per";"71.467"
"std_prod";"0.02166410241236255"
"mean_max";"0.7146666666666667"
"mean_max_per";"71.467"
"std_max";"0.02166410241236255"
"best_mean_rule";"sum"
"BEST_MEAN";"0.7146666666666667"
"BEST_MEAN_per";"71.467"
"best_mean_std";"0.02166410241236255"
"best_fold";"1"
"best_rule";"max"
"best_fold_accuracy";"0.7466666666666667"
"best_fold_accuracy_per";"74.667"
"best_params";"{'activation': 'relu', 'learning_rate_init': 0.01, 'momentum': 0.9, 'solver': 'sgd'}"
