"mean_time_sec";"0.05517983436584473"
"mean_time_millisec";"55.17983436584473"
"mean_time_min";"0.0009196639060974121"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.016837708545432487"
"mean_sum";"0.6773333333333335"
"mean_sum_per";"67.733"
"std_sum";"0.06276587891167905"
"mean_prod";"0.6693333333333333"
"mean_prod_per";"66.933"
"std_prod";"0.05866666666666667"
"mean_max";"0.632"
"mean_max_per";"63.2"
"std_max";"0.04814792022738075"
"best_mean_rule";"sum"
"BEST_MEAN";"0.6773333333333335"
"BEST_MEAN_per";"67.733"
"best_mean_std";"0.06276587891167905"
"best_fold";"1"
"best_rule";"sum"
"best_fold_accuracy";"0.8"
"best_fold_accuracy_per";"80.0"
"best_params";"{'metric': 'euclidean', 'n_neighbors': 10, 'weights': 'distance'}"
