"mean_time_sec";"0.021086502075195312"
"mean_time_millisec";"21.086502075195312"
"mean_time_min";"0.0003514417012532552"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.0004054600051197735"
"mean_sum";"0.4533333333333333"
"mean_sum_per";"45.333"
"std_sum";"0.018856180831641256"
"mean_prod";"0.4533333333333333"
"mean_prod_per";"45.333"
"std_prod";"0.018856180831641256"
"mean_max";"0.4533333333333333"
"mean_max_per";"45.333"
"std_max";"0.018856180831641256"
"best_mean_rule";"sum"
"BEST_MEAN";"0.4533333333333333"
"BEST_MEAN_per";"45.333"
"best_mean_std";"0.018856180831641256"
"best_fold";"0"
"best_rule";"max"
"best_fold_accuracy";"0.48"
"best_fold_accuracy_per";"48.0"
"best_params";"{'criterion': 'entropy', 'max_depth': 10, 'splitter': 'best'}"
