"mean_time_sec";"2.9065402507781983"
"mean_time_millisec";"2906.5402507781982"
"mean_time_min";"0.048442337512969974"
"mean_time_hour_min_sec";"00:00:02"
"std_time";"0.027937634373242756"
"mean_sum";"0.7973333333333333"
"mean_sum_per";"79.733"
"std_sum";"0.042499673201357946"
"mean_prod";"0.8026666666666668"
"mean_prod_per";"80.267"
"std_prod";"0.04414118761932493"
"mean_max";"0.7626666666666666"
"mean_max_per";"76.267"
"std_max";"0.05087675740890375"
"best_mean_rule";"prod"
"BEST_MEAN";"0.8026666666666668"
"BEST_MEAN_per";"80.267"
"best_mean_std";"0.04414118761932493"
"best_fold";"0"
"best_rule";"prod"
"best_fold_accuracy";"0.88"
"best_fold_accuracy_per";"88.0"
"best_params";"{'activation': 'logistic', 'learning_rate_init': 0.01, 'momentum': 0.4, 'solver': 'sgd'}"
