"mean_time_sec";"0.011295223236083984"
"mean_time_millisec";"11.295223236083984"
"mean_time_min";"0.00018825372060139975"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.0005189563971243682"
"mean_sum";"0.6346666666666667"
"mean_sum_per";"63.467"
"std_sum";"0.03222145592958551"
"mean_prod";"0.6346666666666667"
"mean_prod_per";"63.467"
"std_prod";"0.03222145592958551"
"mean_max";"0.6346666666666667"
"mean_max_per";"63.467"
"std_max";"0.03222145592958551"
"best_mean_rule";"sum"
"BEST_MEAN";"0.6346666666666667"
"BEST_MEAN_per";"63.467"
"best_mean_std";"0.03222145592958551"
"best_fold";"4"
"best_rule";"max"
"best_fold_accuracy";"0.6666666666666666"
"best_fold_accuracy_per";"66.667"
"best_params";"{'metric': 'euclidean', 'n_neighbors': 6, 'weights': 'distance'}"
