"mean_time_sec";"0.020907211303710937"
"mean_time_millisec";"20.907211303710938"
"mean_time_min";"0.0003484535217285156"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.000343424609757782"
"mean_sum";"0.49333333333333335"
"mean_sum_per";"49.333"
"std_sum";"0.04462186808181736"
"mean_prod";"0.49333333333333335"
"mean_prod_per";"49.333"
"std_prod";"0.04462186808181736"
"mean_max";"0.49333333333333335"
"mean_max_per";"49.333"
"std_max";"0.04462186808181736"
"best_mean_rule";"sum"
"BEST_MEAN";"0.49333333333333335"
"BEST_MEAN_per";"49.333"
"best_mean_std";"0.04462186808181736"
"best_fold";"1"
"best_rule";"max"
"best_fold_accuracy";"0.5333333333333333"
"best_fold_accuracy_per";"53.333"
"best_params";"{'criterion': 'entropy', 'max_depth': 100, 'splitter': 'best'}"
