"mean_time_sec";"1.2060536384582519"
"mean_time_millisec";"1206.053638458252"
"mean_time_min";"0.020100893974304198"
"mean_time_hour_min_sec";"00:00:01"
"std_time";"0.0044258974233810635"
"mean_sum";"0.7386666666666667"
"mean_sum_per";"73.867"
"std_sum";"0.05438954147832303"
"mean_prod";"0.7653333333333333"
"mean_prod_per";"76.533"
"std_prod";"0.035377331097124265"
"mean_max";"0.7066666666666668"
"mean_max_per";"70.667"
"std_max";"0.05399588461684424"
"best_mean_rule";"prod"
"BEST_MEAN";"0.7653333333333333"
"BEST_MEAN_per";"76.533"
"best_mean_std";"0.035377331097124265"
"best_fold";"1"
"best_rule";"sum"
"best_fold_accuracy";"0.84"
"best_fold_accuracy_per";"84.0"
"best_params";"{'activation': 'logistic', 'learning_rate_init': 0.01, 'momentum': 0.4, 'solver': 'sgd'}"
