"mean_time_sec";"0.035482931137084964"
"mean_time_millisec";"35.48293113708496"
"mean_time_min";"0.0005913821856180828"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.00047455528727962466"
"mean_sum";"0.6799999999999999"
"mean_sum_per";"68.0"
"std_sum";"0.06253887679764572"
"mean_prod";"0.6799999999999999"
"mean_prod_per";"68.0"
"std_prod";"0.06253887679764572"
"mean_max";"0.6799999999999999"
"mean_max_per";"68.0"
"std_max";"0.06253887679764572"
"best_mean_rule";"sum"
"BEST_MEAN";"0.6799999999999999"
"BEST_MEAN_per";"68.0"
"best_mean_std";"0.06253887679764572"
"best_fold";"1"
"best_rule";"max"
"best_fold_accuracy";"0.7466666666666667"
"best_fold_accuracy_per";"74.667"
"best_params";"{'kernel': 'sigmoid'}"
