"mean_time_sec";"0.17062344551086425"
"mean_time_millisec";"170.62344551086426"
"mean_time_min";"0.0028437240918477375"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.010407709056859896"
"mean_sum";"0.7813333333333333"
"mean_sum_per";"78.133"
"std_sum";"0.02745501370929865"
"mean_prod";"0.7973333333333332"
"mean_prod_per";"79.733"
"std_prod";"0.029694743268426776"
"mean_max";"0.7413333333333333"
"mean_max_per";"74.133"
"std_max";"0.031098410105841596"
"best_mean_rule";"prod"
"BEST_MEAN";"0.7973333333333332"
"BEST_MEAN_per";"79.733"
"best_mean_std";"0.029694743268426776"
"best_fold";"1"
"best_rule";"prod"
"best_fold_accuracy";"0.8266666666666667"
"best_fold_accuracy_per";"82.667"
"best_params";"{'kernel': 'rbf'}"
