"mean_time_sec";"0.18620057106018068"
"mean_time_millisec";"186.20057106018066"
"mean_time_min";"0.0031033428510030114"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.0023478929018181166"
"mean_sum";"0.9668106431213459"
"mean_sum_per";"96.681"
"std_sum";"0.00804120521624316"
"mean_prod";"0.9668106431213459"
"mean_prod_per";"96.681"
"std_prod";"0.00804120521624316"
"mean_max";"0.9668106431213459"
"mean_max_per";"96.681"
"std_max";"0.00804120521624316"
"best_mean_rule";"sum"
"BEST_MEAN";"0.9668106431213459"
"BEST_MEAN_per";"96.681"
"best_mean_std";"0.00804120521624316"
"best_fold";"1"
"best_rule";"max"
"best_fold_accuracy";"0.9792387543252595"
"best_fold_accuracy_per";"97.924"
"best_params";"{'kernel': 'linear'}"
