"mean_time_sec";"0.7610294818878174"
"mean_time_millisec";"761.0294818878174"
"mean_time_min";"0.01268382469813029"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.0036900040237156477"
"mean_sum";"0.7226666666666666"
"mean_sum_per";"72.267"
"std_sum";"0.022939534045446998"
"mean_prod";"0.7226666666666666"
"mean_prod_per";"72.267"
"std_prod";"0.022939534045446998"
"mean_max";"0.7226666666666666"
"mean_max_per";"72.267"
"std_max";"0.022939534045446998"
"best_mean_rule";"sum"
"BEST_MEAN";"0.7226666666666666"
"BEST_MEAN_per";"72.267"
"best_mean_std";"0.022939534045446998"
"best_fold";"2"
"best_rule";"max"
"best_fold_accuracy";"0.76"
"best_fold_accuracy_per";"76.0"
"best_params";"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 600}"
