"mean_time_sec";"1.30918550491333"
"mean_time_millisec";"1309.18550491333"
"mean_time_min";"0.021819758415222167"
"mean_time_hour_min_sec";"00:00:01"
"std_time";"0.002973792649094432"
"mean_sum";"0.8106666666666668"
"mean_sum_per";"81.067"
"std_sum";"0.047253453724451625"
"mean_prod";"0.8186666666666668"
"mean_prod_per";"81.867"
"std_prod";"0.04509742540076739"
"mean_max";"0.7706666666666667"
"mean_max_per";"77.067"
"std_max";"0.05425863986500215"
"best_mean_rule";"prod"
"BEST_MEAN";"0.8186666666666668"
"BEST_MEAN_per";"81.867"
"best_mean_std";"0.04509742540076739"
"best_fold";"4"
"best_rule";"prod"
"best_fold_accuracy";"0.8666666666666667"
"best_fold_accuracy_per";"86.667"
"best_params";"{'activation': 'logistic', 'learning_rate_init': 0.0001, 'momentum': 0.9, 'solver': 'adam'}"
