"mean_time_sec";"0.2483978271484375"
"mean_time_millisec";"248.3978271484375"
"mean_time_min";"0.004139963785807292"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.001358815558950913"
"mean_sum";"0.49866666666666665"
"mean_sum_per";"49.867"
"std_sum";"0.07710310557227179"
"mean_prod";"0.248"
"mean_prod_per";"24.8"
"std_prod";"0.03636848452529562"
"mean_max";"0.376"
"mean_max_per";"37.6"
"std_max";"0.051570878948836586"
"best_mean_rule";"sum"
"BEST_MEAN";"0.49866666666666665"
"BEST_MEAN_per";"49.867"
"best_mean_std";"0.07710310557227179"
"best_fold";"1"
"best_rule";"sum"
"best_fold_accuracy";"0.64"
"best_fold_accuracy_per";"64.0"
"best_params";"{'criterion': 'gini', 'max_depth': 10, 'splitter': 'best'}"
