"mean_time_sec";"1.7338505744934083"
"mean_time_millisec";"1733.8505744934082"
"mean_time_min";"0.028897509574890137"
"mean_time_hour_min_sec";"00:00:01"
"std_time";"0.011148110693855216"
"mean_sum";"0.7839999999999999"
"mean_sum_per";"78.4"
"std_sum";"0.06045751492669137"
"mean_prod";"0.7813333333333333"
"mean_prod_per";"78.133"
"std_prod";"0.0450974254007674"
"mean_max";"0.768"
"mean_max_per";"76.8"
"std_max";"0.052391687211702676"
"best_mean_rule";"sum"
"BEST_MEAN";"0.7839999999999999"
"BEST_MEAN_per";"78.4"
"best_mean_std";"0.06045751492669137"
"best_fold";"0"
"best_rule";"sum"
"best_fold_accuracy";"0.88"
"best_fold_accuracy_per";"88.0"
"best_params";"{'activation': 'logistic', 'learning_rate_init': 0.01, 'momentum': 0.1, 'solver': 'sgd'}"
