"";"DecisionTreeClassifier_256_manual";"DecisionTreeClassifier_256_unet";"DecisionTreeClassifier_400_unet";"DecisionTreeClassifier_512_unet";"KNeighborsClassifier_256_manual";"KNeighborsClassifier_256_unet";"KNeighborsClassifier_400_unet";"KNeighborsClassifier_512_unet";"MLPClassifier_256_manual";"MLPClassifier_256_unet";"MLPClassifier_400_unet";"MLPClassifier_512_unet";"RandomForestClassifier_256_manual";"RandomForestClassifier_256_unet";"RandomForestClassifier_400_unet";"RandomForestClassifier_512_unet";"SVC_256_manual";"SVC_256_unet";"SVC_400_unet";"SVC_512_unet";"KNeighborsClassifier_400_manual";"MLPClassifier_400_manual";"DecisionTreeClassifier_400_manual";"SVC_400_manual";"RandomForestClassifier_400_manual"
"mobilenetv2_256_search_best_params";"";"0.7535972595214844";"0.7270359992980957";"0.6717226505279541";"";"0.31600284576416016";"0.3151278495788574";"0.3431262969970703";"";"29.239834308624268";"28.1488676071167";"28.10139751434326";"";"68.57022356987";"68.59214997291565";"69.14482164382935";"";"1.0171458721160889";"1.1221587657928467";"1.0762503147125244";"";"";"";"";""
"mobilenetv2_256_train_valid";"";"0.17486748695373536";"0.16919193267822266";"0.11253361701965332";"";"0.01936178207397461";"0.020030689239501954";"0.019688224792480467";"";"0.7029929637908936";"0.6711871147155761";"0.7001580238342285";"";"1.3473109245300292";"1.429613971710205";"1.3484549045562744";"";"0.1889347553253174";"0.30350399017333984";"0.28905186653137205";"";"";"";"";""
"mobilenetv2_128_search_best_params";"";"0.9055676460266113";"0.9751625061035156";"0.9973769187927246";"";"0.2781195640563965";"0.2733495235443115";"0.2865931987762451";"";"15.49153184890747";"15.380468845367432";"15.436742544174194";"";"54.67489051818848";"55.0109646320343";"55.37161874771118";"";"1.5462760925292969";"1.3529796600341797";"1.3814787864685059";"";"";"";"";""
"mobilenetv2_128_train_valid";"";"0.009307098388671876";"0.05658211708068848";"0.05971522331237793";"";"0.020381593704223634";"0.02044358253479004";"0.020302820205688476";"";"0.49231390953063964";"0.49225268363952634";"0.5058948516845703";"";"0.8608460426330566";"1.3697869300842285";"1.0679434776306151";"";"0.18193769454956055";"0.16507325172424317";"0.1847306728363037";"";"";"";"";""
"resnet50v2_2048_search_best_params";"";"1.908355712890625";"2.9696426391601562";"3.6063857078552246";"";"1.0201373100280762";"1.0202140808105469";"1.0346331596374512";"";"441.78555178642273";"436.7717487812042";"434.9445061683655";"";"80.31373739242554";"94.32747864723206";"101.44081807136536";"";"7.3081512451171875";"6.925541162490845";"7.502547740936279";"";"";"";"";""
"resnet50v2_2048_train_valid";"";"0.08609561920166016";"0.6189498901367188";"0.9531286239624024";"";"0.02383842468261719";"0.024335479736328124";"0.023414754867553712";"";"3.3797198295593263";"3.4175174713134764";"3.779498243331909";"";"0.9238816738128662";"0.6020914077758789";"1.1817523956298828";"";"0.9216242790222168";"0.9831627368927002";"1.8511321067810058";"";"";"";"";""
"resnet50v2_1024_search_best_params";"";"1.631514310836792";"2.472736358642578";"2.437793493270874";"";"0.5903089046478271";"0.5898003578186035";"0.5896322727203369";"";"164.66286277770996";"163.2700593471527";"165.32237768173218";"";"110.75354170799255";"111.92079210281372";"111.45894932746887";"";"2.8355634212493896";"2.476879358291626";"2.9629807472229004";"";"";"";"";""
"resnet50v2_1024_train_valid";"";"0.06031613349914551";"0.6462404251098632";"0.6734980583190918";"";"0.021587944030761717";"0.021481943130493165";"0.020938873291015625";"";"1.8368844985961914";"1.8420440673828125";"1.8096898555755616";"";"1.1400848865509032";"1.6967981815338136";"1.3754366874694823";"";"0.5197434902191163";"0.44091205596923827";"0.8573461532592773";"";"";"";"";""
"resnet50v2_512_search_best_params";"";"1.3074421882629395";"1.3515324592590332";"0.8776369094848633";"";"0.3851654529571533";"0.3847625255584717";"0.42668962478637695";"";"68.7993016242981";"66.31252408027649";"66.73854732513428";"";"84.55125570297241";"84.40945935249329";"84.44794368743896";"";"1.5915040969848633";"1.537184238433838";"1.507047176361084";"";"";"";"";""
"resnet50v2_512_train_valid";"";"0.3456246376037598";"0.3250133037567139";"0.024773693084716795";"";"0.020693159103393553";"0.020780134201049804";"0.02030148506164551";"";"1.089046096801758";"1.0897868633270265";"1.0948230266571044";"";"1.5094362258911134";"1.2082493305206299";"1.3623481273651123";"";"0.31659159660339353";"0.28644447326660155";"0.2837536334991455";"";"";"";"";""
"resnet50v2_256_search_best_params";"";"0.5179240703582764";"0.7388770580291748";"0.7076098918914795";"";"0.3009200096130371";"0.30262017250061035";"0.30553317070007324";"";"29.944533824920654";"28.44135594367981";"28.15431833267212";"";"67.66452479362488";"67.61603665351868";"67.31164383888245";"";"1.1377949714660645";"0.9470667839050293";"0.9235439300537109";"";"";"";"";""
"resnet50v2_256_train_valid";"";"0.014391660690307617";"0.16159472465515137";"0.16658906936645507";"";"0.019115352630615236";"0.02036428451538086";"0.01988391876220703";"";"0.6939580917358399";"0.6935762882232666";"0.6966187477111816";"";"1.0793852806091309";"1.138850736618042";"0.8759567260742187";"";"0.300350284576416";"0.1789999485015869";"0.1770397186279297";"";"";"";"";""
"resnet50v2_128_search_best_params";"";"0.46668457984924316";"0.3194146156311035";"0.42058753967285156";"";"0.28610682487487793";"0.27843761444091797";"0.27300238609313965";"";"15.739012002944946";"15.474465131759644";"15.445768594741821";"";"54.59265112876892";"54.44739294052124";"54.56509518623352";"";"2.309471368789673";"1.4308087825775146";"0.829026460647583";"";"";"";"";""
"resnet50v2_128_train_valid";"";"0.09026298522949219";"0.008208847045898438";"0.08620548248291016";"";"0.019677495956420897";"0.01989612579345703";"0.019930124282836914";"";"0.4807750701904297";"0.5035502910614014";"0.5057127475738525";"";"1.4189348697662354";"1.3619182586669922";"1.4542078495025634";"";"0.17659912109375";"0.12431259155273437";"0.19102392196655274";"";"";"";"";""
"vgg16_512_search_best_params";"";"0.7454907894134521";"0.8713293075561523";"1.0320796966552734";"";"0.38756322860717773";"0.3887298107147217";"0.384002685546875";"";"70.88632035255432";"67.4597659111023";"68.10598087310791";"";"48.71333146095276";"58.85767698287964";"62.997719287872314";"";"1.653963327407837";"1.4876842498779297";"1.4362232685089111";"";"";"";"";""
"vgg16_512_train_valid";"";"0.16215882301330567";"0.16058850288391113";"0.24523215293884276";"";"0.019020509719848634";"0.02031869888305664";"0.019831275939941405";"";"1.2064585208892822";"1.1827168464660645";"1.1030231952667235";"";"1.1579764366149903";"1.431861972808838";"1.4426737308502198";"";"0.4599031925201416";"0.29542951583862304";"0.2926832675933838";"";"";"";"";""
"vgg16_256_search_best_params";"";"0.6542134284973145";"0.632767915725708";"0.6190731525421143";"";"0.30789685249328613";"0.3116941452026367";"0.3023982048034668";"";"30.65083360671997";"29.666232347488403";"29.61227059364319";"";"66.162180185318";"66.0583963394165";"66.20986270904541";"";"1.1548120975494385";"1.0306086540222168";"0.9095377922058105";"";"";"";"";""
"vgg16_256_train_valid";"";"0.10384817123413086";"0.10147924423217773";"0.10199313163757324";"";"0.01931796073913574";"0.019553613662719727";"0.019812965393066408";"";"0.6995573997497558";"0.6930347919464112";"0.6945671558380127";"";"0.8148100852966309";"1.0914713382720946";"0.8632629871368408";"";"0.2904171943664551";"0.29345455169677737";"0.20428166389465333";"";"";"";"";""
"vgg16_128_search_best_params";"";"0.4129173755645752";"0.41541433334350586";"0.38212013244628906";"";"0.2772843837738037";"0.26744723320007324";"0.2822561264038086";"";"15.949870586395264";"15.742758512496948";"15.796879053115845";"";"53.216182231903076";"53.29892921447754";"53.24414324760437";"";"0.9631505012512207";"0.635871410369873";"0.7324495315551758";"";"";"";"";""
"vgg16_128_train_valid";"";"0.052471494674682616";"0.051208877563476564";"0.05344066619873047";"";"0.01893477439880371";"0.019555997848510743";"0.01952652931213379";"";"0.5052015304565429";"0.49751806259155273";"0.49961104393005373";"";"0.5778313159942627";"1.1528907299041748";"1.150939702987671";"";"0.17764873504638673";"0.13652701377868653";"0.17829856872558594";"";"";"";"";""
