"mean_time_sec";"0.02824368476867676"
"mean_time_millisec";"28.243684768676758"
"mean_time_min";"0.000470728079477946"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.0034553047628986754"
"mean_sum";"0.6"
"mean_sum_per";"60.0"
"std_sum";"0.053333333333333344"
"mean_prod";"0.5653333333333334"
"mean_prod_per";"56.533"
"std_prod";"0.06287907265360851"
"mean_max";"0.5653333333333334"
"mean_max_per";"56.533"
"std_max";"0.063442012017975"
"best_mean_rule";"sum"
"BEST_MEAN";"0.6"
"BEST_MEAN_per";"60.0"
"best_mean_std";"0.053333333333333344"
"best_fold";"3"
"best_rule";"sum"
"best_fold_accuracy";"0.68"
"best_fold_accuracy_per";"68.0"
"best_params";"{'metric': 'euclidean', 'n_neighbors': 10, 'weights': 'distance'}"
