"mean_time_sec";"1.5633108615875244"
"mean_time_millisec";"1563.3108615875244"
"mean_time_min";"0.02605518102645874"
"mean_time_hour_min_sec";"00:00:01"
"std_time";"0.024037196153215628"
"mean_sum";"0.7733333333333334"
"mean_sum_per";"77.333"
"std_sum";"0.10048769963422279"
"mean_prod";"0.7733333333333334"
"mean_prod_per";"77.333"
"std_prod";"0.09540556703999103"
"mean_max";"0.6373333333333333"
"mean_max_per";"63.733"
"std_max";"0.07322416116131186"
"best_mean_rule";"sum"
"BEST_MEAN";"0.7733333333333334"
"BEST_MEAN_per";"77.333"
"best_mean_std";"0.10048769963422279"
"best_fold";"1"
"best_rule";"sum"
"best_fold_accuracy";"0.9466666666666667"
"best_fold_accuracy_per";"94.667"
"best_params";"{'criterion': 'gini', 'max_depth': 100, 'max_features': 'sqrt', 'n_estimators': 1000}"
