"mean_time_sec";"1.3841402053833007"
"mean_time_millisec";"1384.1402053833008"
"mean_time_min";"0.023069003423055012"
"mean_time_hour_min_sec";"00:00:01"
"std_time";"0.008079418629866745"
"mean_sum";"0.76"
"mean_sum_per";"76.0"
"std_sum";"0.030404678002643702"
"mean_prod";"0.7573333333333332"
"mean_prod_per";"75.733"
"std_prod";"0.03714236873915766"
"mean_max";"0.6293333333333333"
"mean_max_per";"62.933"
"std_max";"0.021333333333333343"
"best_mean_rule";"sum"
"BEST_MEAN";"0.76"
"BEST_MEAN_per";"76.0"
"best_mean_std";"0.030404678002643702"
"best_fold";"1"
"best_rule";"prod"
"best_fold_accuracy";"0.8266666666666667"
"best_fold_accuracy_per";"82.667"
"best_params";"{'criterion': 'gini', 'max_depth': 100, 'max_features': 'log2', 'n_estimators': 1000}"
