"mean_time_sec";"0.3375980854034424"
"mean_time_millisec";"337.5980854034424"
"mean_time_min";"0.0056266347567240395"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.0027418318830796716"
"mean_sum";"0.712"
"mean_sum_per";"71.2"
"std_sum";"0.04664761515876238"
"mean_prod";"0.712"
"mean_prod_per";"71.2"
"std_prod";"0.04664761515876238"
"mean_max";"0.712"
"mean_max_per";"71.2"
"std_max";"0.04664761515876238"
"best_mean_rule";"sum"
"BEST_MEAN";"0.712"
"BEST_MEAN_per";"71.2"
"best_mean_std";"0.04664761515876238"
"best_fold";"0"
"best_rule";"max"
"best_fold_accuracy";"0.7733333333333333"
"best_fold_accuracy_per";"77.333"
"best_params";"{'activation': 'logistic', 'learning_rate_init': 0.01, 'momentum': 0.9, 'solver': 'sgd'}"
