"mean_time_sec";"0.7404057502746582"
"mean_time_millisec";"740.4057502746582"
"mean_time_min";"0.012340095837910969"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.015198755825507348"
"mean_sum";"0.4800000000000001"
"mean_sum_per";"48.0"
"std_sum";"0.03675746333890728"
"mean_prod";"0.2773333333333333"
"mean_prod_per";"27.733"
"std_prod";"0.015549205052920798"
"mean_max";"0.4506666666666666"
"mean_max_per";"45.067"
"std_max";"0.029694743268426766"
"best_mean_rule";"sum"
"BEST_MEAN";"0.4800000000000001"
"BEST_MEAN_per";"48.0"
"best_mean_std";"0.03675746333890728"
"best_fold";"0"
"best_rule";"sum"
"best_fold_accuracy";"0.5066666666666667"
"best_fold_accuracy_per";"50.667"
"best_params";"{'criterion': 'entropy', 'max_depth': 100, 'splitter': 'best'}"
