"mean_time_sec";"0.006308221817016601"
"mean_time_millisec";"6.308221817016602"
"mean_time_min";"0.00010513703028361002"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.00010616826175763662"
"mean_sum";"0.52"
"mean_sum_per";"52.0"
"std_sum";"0.09688481133111974"
"mean_prod";"0.52"
"mean_prod_per";"52.0"
"std_prod";"0.09688481133111974"
"mean_max";"0.52"
"mean_max_per";"52.0"
"std_max";"0.09688481133111974"
"best_mean_rule";"sum"
"BEST_MEAN";"0.52"
"BEST_MEAN_per";"52.0"
"best_mean_std";"0.09688481133111974"
"best_fold";"1"
"best_rule";"max"
"best_fold_accuracy";"0.6933333333333334"
"best_fold_accuracy_per";"69.333"
"best_params";"{'criterion': 'gini', 'max_depth': 100, 'splitter': 'random'}"
