"mean_time_sec";"0.3371685028076172"
"mean_time_millisec";"337.1685028076172"
"mean_time_min";"0.00561947504679362"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.0011547348718483237"
"mean_sum";"0.6506666666666667"
"mean_sum_per";"65.067"
"std_sum";"0.037142368739157675"
"mean_prod";"0.6506666666666667"
"mean_prod_per";"65.067"
"std_prod";"0.037142368739157675"
"mean_max";"0.6506666666666667"
"mean_max_per";"65.067"
"std_max";"0.037142368739157675"
"best_mean_rule";"sum"
"BEST_MEAN";"0.6506666666666667"
"BEST_MEAN_per";"65.067"
"best_mean_std";"0.037142368739157675"
"best_fold";"0"
"best_rule";"max"
"best_fold_accuracy";"0.6933333333333334"
"best_fold_accuracy_per";"69.333"
"best_params";"{'activation': 'tanh', 'learning_rate_init': 0.001, 'momentum': 0.9, 'solver': 'adam'}"
