"mean_time_sec";"1.4826790809631347"
"mean_time_millisec";"1482.6790809631348"
"mean_time_min";"0.024711318016052246"
"mean_time_hour_min_sec";"00:00:01"
"std_time";"0.013360311993473895"
"mean_sum";"0.7253333333333334"
"mean_sum_per";"72.533"
"std_sum";"0.032221455929585516"
"mean_prod";"0.7306666666666667"
"mean_prod_per";"73.067"
"std_prod";"0.02969474326842677"
"mean_max";"0.7013333333333333"
"mean_max_per";"70.133"
"std_max";"0.03537733109712428"
"best_mean_rule";"prod"
"BEST_MEAN";"0.7306666666666667"
"BEST_MEAN_per";"73.067"
"best_mean_std";"0.02969474326842677"
"best_fold";"1"
"best_rule";"prod"
"best_fold_accuracy";"0.76"
"best_fold_accuracy_per";"76.0"
"best_params";"{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'sqrt', 'n_estimators': 1000}"
