"mean_time_sec";"0.21114559173583985"
"mean_time_millisec";"211.14559173583984"
"mean_time_min";"0.003519093195597331"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.01119266635494205"
"mean_sum";"0.43466666666666665"
"mean_sum_per";"43.467"
"std_sum";"0.03222145592958552"
"mean_prod";"0.26399999999999996"
"mean_prod_per";"26.4"
"std_prod";"0.05491002741859732"
"mean_max";"0.41600000000000004"
"mean_max_per";"41.6"
"std_max";"0.03714236873915765"
"best_mean_rule";"sum"
"BEST_MEAN";"0.43466666666666665"
"BEST_MEAN_per";"43.467"
"best_mean_std";"0.03222145592958552"
"best_fold";"3"
"best_rule";"sum"
"best_fold_accuracy";"0.48"
"best_fold_accuracy_per";"48.0"
"best_params";"{'criterion': 'gini', 'max_depth': 100, 'splitter': 'best'}"
