"mean_time_sec";"0.020549869537353514"
"mean_time_millisec";"20.549869537353516"
"mean_time_min";"0.0003424978256225586"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.00693938976837102"
"mean_sum";"0.6053333333333333"
"mean_sum_per";"60.533"
"std_sum";"0.052391687211702655"
"mean_prod";"0.5813333333333334"
"mean_prod_per";"58.133"
"std_prod";"0.0556816347141896"
"mean_max";"0.6426666666666667"
"mean_max_per";"64.267"
"std_max";"0.05681940200710003"
"best_mean_rule";"max"
"BEST_MEAN";"0.6426666666666667"
"BEST_MEAN_per";"64.267"
"best_mean_std";"0.05681940200710003"
"best_fold";"3"
"best_rule";"max"
"best_fold_accuracy";"0.72"
"best_fold_accuracy_per";"72.0"
"best_params";"{'metric': 'euclidean', 'n_neighbors': 6, 'weights': 'distance'}"
