"mean_time_sec";"0.5114153385162353"
"mean_time_millisec";"511.41533851623535"
"mean_time_min";"0.008523588975270589"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.0010467127457411244"
"mean_sum";"0.7200000000000001"
"mean_sum_per";"72.0"
"std_sum";"0.025298221281347035"
"mean_prod";"0.7200000000000001"
"mean_prod_per";"72.0"
"std_prod";"0.025298221281347035"
"mean_max";"0.7200000000000001"
"mean_max_per";"72.0"
"std_max";"0.025298221281347035"
"best_mean_rule";"sum"
"BEST_MEAN";"0.7200000000000001"
"BEST_MEAN_per";"72.0"
"best_mean_std";"0.025298221281347035"
"best_fold";"0"
"best_rule";"max"
"best_fold_accuracy";"0.7466666666666667"
"best_fold_accuracy_per";"74.667"
"best_params";"{'activation': 'logistic', 'learning_rate_init': 0.0001, 'momentum': 0.9, 'solver': 'adam'}"
