"mean_time_sec";"1.20107741355896"
"mean_time_millisec";"1201.07741355896"
"mean_time_min";"0.020017956892649333"
"mean_time_hour_min_sec";"00:00:01"
"std_time";"0.0069778724044494735"
"mean_sum";"0.7813333333333333"
"mean_sum_per";"78.133"
"std_sum";"0.04664761515876242"
"mean_prod";"0.784"
"mean_prod_per";"78.4"
"std_prod";"0.04249967320135797"
"mean_max";"0.7466666666666666"
"mean_max_per";"74.667"
"std_max";"0.051294357497790266"
"best_mean_rule";"prod"
"BEST_MEAN";"0.784"
"BEST_MEAN_per";"78.4"
"best_mean_std";"0.04249967320135797"
"best_fold";"0"
"best_rule";"sum"
"best_fold_accuracy";"0.8666666666666667"
"best_fold_accuracy_per";"86.667"
"best_params";"{'activation': 'logistic', 'learning_rate_init': 0.01, 'momentum': 0.4, 'solver': 'sgd'}"
