"mean_time_sec";"1.6746610164642335"
"mean_time_millisec";"1674.6610164642334"
"mean_time_min";"0.02791101694107056"
"mean_time_hour_min_sec";"00:00:01"
"std_time";"0.005028998610553232"
"mean_sum";"0.7546666666666667"
"mean_sum_per";"75.467"
"std_sum";"0.05878775382679629"
"mean_prod";"0.7626666666666667"
"mean_prod_per";"76.267"
"std_prod";"0.058057442818872644"
"mean_max";"0.6773333333333333"
"mean_max_per";"67.733"
"std_max";"0.044939465456940574"
"best_mean_rule";"prod"
"BEST_MEAN";"0.7626666666666667"
"BEST_MEAN_per";"76.267"
"best_mean_std";"0.058057442818872644"
"best_fold";"1"
"best_rule";"prod"
"best_fold_accuracy";"0.8666666666666667"
"best_fold_accuracy_per";"86.667"
"best_params";"{'activation': 'logistic', 'learning_rate_init': 0.01, 'momentum': 0.4, 'solver': 'sgd'}"
