"mean_time_sec";"0.04670076370239258"
"mean_time_millisec";"46.70076370239258"
"mean_time_min";"0.000778346061706543"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.02053583641469487"
"mean_sum";"0.7386666666666667"
"mean_sum_per";"73.867"
"std_sum";"0.04008879034232776"
"mean_prod";"0.7066666666666667"
"mean_prod_per";"70.667"
"std_prod";"0.06746192341692543"
"mean_max";"0.7146666666666667"
"mean_max_per";"71.467"
"std_max";"0.03222145592958553"
"best_mean_rule";"sum"
"BEST_MEAN";"0.7386666666666667"
"BEST_MEAN_per";"73.867"
"best_mean_std";"0.04008879034232776"
"best_fold";"1"
"best_rule";"sum"
"best_fold_accuracy";"0.7866666666666666"
"best_fold_accuracy_per";"78.667"
"best_params";"{'metric': 'euclidean', 'n_neighbors': 8, 'weights': 'distance'}"
