"mean_time_sec";"1.424930715560913"
"mean_time_millisec";"1424.930715560913"
"mean_time_min";"0.02374884525934855"
"mean_time_hour_min_sec";"00:00:01"
"std_time";"0.023090769717239893"
"mean_sum";"0.616"
"mean_sum_per";"61.6"
"std_sum";"0.10646647881427802"
"mean_prod";"0.6053333333333333"
"mean_prod_per";"60.533"
"std_prod";"0.10982005483719467"
"mean_max";"0.5546666666666666"
"mean_max_per";"55.467"
"std_max";"0.06564551266715292"
"best_mean_rule";"sum"
"BEST_MEAN";"0.616"
"BEST_MEAN_per";"61.6"
"best_mean_std";"0.10646647881427802"
"best_fold";"1"
"best_rule";"prod"
"best_fold_accuracy";"0.76"
"best_fold_accuracy_per";"76.0"
"best_params";"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 1000}"
