"mean_time_sec";"1.2771829605102538"
"mean_time_millisec";"1277.182960510254"
"mean_time_min";"0.021286382675170898"
"mean_time_hour_min_sec";"00:00:01"
"std_time";"0.004068852310846685"
"mean_sum";"0.6186666666666667"
"mean_sum_per";"61.867"
"std_sum";"0.05170858514577418"
"mean_prod";"0.6186666666666667"
"mean_prod_per";"61.867"
"std_prod";"0.05170858514577418"
"mean_max";"0.6186666666666667"
"mean_max_per";"61.867"
"std_max";"0.05170858514577418"
"best_mean_rule";"sum"
"BEST_MEAN";"0.6186666666666667"
"BEST_MEAN_per";"61.867"
"best_mean_std";"0.05170858514577418"
"best_fold";"1"
"best_rule";"max"
"best_fold_accuracy";"0.68"
"best_fold_accuracy_per";"68.0"
"best_params";"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 1000}"
