"mean_time_sec";"2.825343894958496"
"mean_time_millisec";"2825.343894958496"
"mean_time_min";"0.047089064915974935"
"mean_time_hour_min_sec";"00:00:02"
"std_time";"0.01845740348269815"
"mean_sum";"0.784"
"mean_sum_per";"78.4"
"std_sum";"0.059269628722380986"
"mean_prod";"0.7653333333333333"
"mean_prod_per";"76.533"
"std_prod";"0.059389486536853574"
"mean_max";"0.7573333333333334"
"mean_max_per";"75.733"
"std_max";"0.060457514926691394"
"best_mean_rule";"sum"
"BEST_MEAN";"0.784"
"BEST_MEAN_per";"78.4"
"best_mean_std";"0.059269628722380986"
"best_fold";"1"
"best_rule";"max"
"best_fold_accuracy";"0.8666666666666667"
"best_fold_accuracy_per";"86.667"
"best_params";"{'activation': 'logistic', 'learning_rate_init': 0.01, 'momentum': 0.4, 'solver': 'sgd'}"
