"mean_time_sec";"0.3803723812103271"
"mean_time_millisec";"380.37238121032715"
"mean_time_min";"0.0063395396868387854"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.008818725036922626"
"mean_sum";"0.488"
"mean_sum_per";"48.8"
"std_sum";"0.026127890589687237"
"mean_prod";"0.2666666666666667"
"mean_prod_per";"26.667"
"std_prod";"0.018856180831641273"
"mean_max";"0.31999999999999995"
"mean_max_per";"32.0"
"std_max";"0.0337309617084627"
"best_mean_rule";"sum"
"BEST_MEAN";"0.488"
"BEST_MEAN_per";"48.8"
"best_mean_std";"0.026127890589687237"
"best_fold";"3"
"best_rule";"sum"
"best_fold_accuracy";"0.52"
"best_fold_accuracy_per";"52.0"
"best_params";"{'criterion': 'gini', 'max_depth': 10, 'splitter': 'best'}"
