"mean_time_sec";"0.0866471290588379"
"mean_time_millisec";"86.64712905883789"
"mean_time_min";"0.0014441188176472983"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.002500711222169478"
"mean_sum";"0.5333333333333332"
"mean_sum_per";"53.333"
"std_sum";"0.04695151163109069"
"mean_prod";"0.336"
"mean_prod_per";"33.6"
"std_prod";"0.040792156108742275"
"mean_max";"0.512"
"mean_max_per";"51.2"
"std_max";"0.015999999999999993"
"best_mean_rule";"sum"
"BEST_MEAN";"0.5333333333333332"
"BEST_MEAN_per";"53.333"
"best_mean_std";"0.04695151163109069"
"best_fold";"1"
"best_rule";"sum"
"best_fold_accuracy";"0.6"
"best_fold_accuracy_per";"60.0"
"best_params";"{'criterion': 'entropy', 'max_depth': 10, 'splitter': 'best'}"
