"mean_time_sec";"0.010973978042602538"
"mean_time_millisec";"10.973978042602539"
"mean_time_min";"0.00018289963404337565"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.000750439290304515"
"mean_sum";"0.6266666666666667"
"mean_sum_per";"62.667"
"std_sum";"0.05902918298980975"
"mean_prod";"0.6266666666666667"
"mean_prod_per";"62.667"
"std_prod";"0.05902918298980975"
"mean_max";"0.6266666666666667"
"mean_max_per";"62.667"
"std_max";"0.05902918298980975"
"best_mean_rule";"sum"
"BEST_MEAN";"0.6266666666666667"
"BEST_MEAN_per";"62.667"
"best_mean_std";"0.05902918298980975"
"best_fold";"1"
"best_rule";"max"
"best_fold_accuracy";"0.7066666666666667"
"best_fold_accuracy_per";"70.667"
"best_params";"{'metric': 'euclidean', 'n_neighbors': 6, 'weights': 'distance'}"
