"mean_time_sec";"1.1005326747894286"
"mean_time_millisec";"1100.5326747894287"
"mean_time_min";"0.018342211246490478"
"mean_time_hour_min_sec";"00:00:01"
"std_time";"0.009832780684481793"
"mean_sum";"0.7786666666666666"
"mean_sum_per";"77.867"
"std_sum";"0.023247461032216945"
"mean_prod";"0.7733333333333333"
"mean_prod_per";"77.333"
"std_prod";"0.02796823595120405"
"mean_max";"0.7333333333333334"
"mean_max_per";"73.333"
"std_max";"0.027968235951204033"
"best_mean_rule";"sum"
"BEST_MEAN";"0.7786666666666666"
"BEST_MEAN_per";"77.867"
"best_mean_std";"0.023247461032216945"
"best_fold";"1"
"best_rule";"prod"
"best_fold_accuracy";"0.8"
"best_fold_accuracy_per";"80.0"
"best_params";"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 800}"
