"mean_time_sec";"1.358910322189331"
"mean_time_millisec";"1358.910322189331"
"mean_time_min";"0.022648505369822183"
"mean_time_hour_min_sec";"00:00:01"
"std_time";"0.005349620885289342"
"mean_sum";"0.7946666666666667"
"mean_sum_per";"79.467"
"std_sum";"0.04664761515876243"
"mean_prod";"0.7973333333333333"
"mean_prod_per";"79.733"
"std_prod";"0.05157087894883659"
"mean_max";"0.7733333333333333"
"mean_max_per";"77.333"
"std_max";"0.035777087639996666"
"best_mean_rule";"prod"
"BEST_MEAN";"0.7973333333333333"
"BEST_MEAN_per";"79.733"
"best_mean_std";"0.05157087894883659"
"best_fold";"0"
"best_rule";"prod"
"best_fold_accuracy";"0.8666666666666667"
"best_fold_accuracy_per";"86.667"
"best_params";"{'activation': 'logistic', 'learning_rate_init': 0.0001, 'momentum': 0.9, 'solver': 'adam'}"
