"mean_time_sec";"0.05962991714477539"
"mean_time_millisec";"59.62991714477539"
"mean_time_min";"0.0009938319524129232"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.0023911259301069338"
"mean_sum";"0.44000000000000006"
"mean_sum_per";"44.0"
"std_sum";"0.06693280212272604"
"mean_prod";"0.288"
"mean_prod_per";"28.8"
"std_prod";"0.015999999999999983"
"mean_max";"0.43200000000000005"
"mean_max_per";"43.2"
"std_max";"0.032221455929585516"
"best_mean_rule";"sum"
"BEST_MEAN";"0.44000000000000006"
"BEST_MEAN_per";"44.0"
"best_mean_std";"0.06693280212272604"
"best_fold";"1"
"best_rule";"sum"
"best_fold_accuracy";"0.5466666666666666"
"best_fold_accuracy_per";"54.667"
"best_params";"{'criterion': 'gini', 'max_depth': 100, 'splitter': 'random'}"
