"mean_time_sec";"0.012984466552734376"
"mean_time_millisec";"12.984466552734375"
"mean_time_min";"0.00021640777587890627"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.002132455379949071"
"mean_sum";"0.9847750865051903"
"mean_sum_per";"98.478"
"std_sum";"0.013419182996308168"
"mean_prod";"0.9847750865051903"
"mean_prod_per";"98.478"
"std_prod";"0.013419182996308168"
"mean_max";"0.9847750865051903"
"mean_max_per";"98.478"
"std_max";"0.013419182996308168"
"best_mean_rule";"sum"
"BEST_MEAN";"0.9847750865051903"
"BEST_MEAN_per";"98.478"
"best_mean_std";"0.013419182996308168"
"best_fold";"0"
"best_rule";"max"
"best_fold_accuracy";"1.0"
"best_fold_accuracy_per";"100.0"
"best_params";"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}"
