"mean_time_sec";"1.7011539459228515"
"mean_time_millisec";"1701.1539459228516"
"mean_time_min";"0.02835256576538086"
"mean_time_hour_min_sec";"00:00:01"
"std_time";"0.015013597840410222"
"mean_sum";"0.6213333333333333"
"mean_sum_per";"62.133"
"std_sum";"0.09747022337331766"
"mean_prod";"0.624"
"mean_prod_per";"62.4"
"std_prod";"0.10062913207527044"
"mean_max";"0.5733333333333333"
"mean_max_per";"57.333"
"std_max";"0.06477310827461932"
"best_mean_rule";"prod"
"BEST_MEAN";"0.624"
"BEST_MEAN_per";"62.4"
"best_mean_std";"0.10062913207527044"
"best_fold";"1"
"best_rule";"prod"
"best_fold_accuracy";"0.7866666666666666"
"best_fold_accuracy_per";"78.667"
"best_params";"{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'sqrt', 'n_estimators': 1000}"
