"mean_time_sec";"0.043979644775390625"
"mean_time_millisec";"43.979644775390625"
"mean_time_min";"0.0007329940795898438"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.008450169824780042"
"mean_sum";"0.6186666666666666"
"mean_sum_per";"61.867"
"std_sum";"0.05631656555184767"
"mean_prod";"0.512"
"mean_prod_per";"51.2"
"std_prod";"0.0926066952223218"
"mean_max";"0.5653333333333334"
"mean_max_per";"56.533"
"std_max";"0.06933333333333336"
"best_mean_rule";"sum"
"BEST_MEAN";"0.6186666666666666"
"BEST_MEAN_per";"61.867"
"best_mean_std";"0.05631656555184767"
"best_fold";"1"
"best_rule";"sum"
"best_fold_accuracy";"0.72"
"best_fold_accuracy_per";"72.0"
"best_params";"{'metric': 'euclidean', 'n_neighbors': 8, 'weights': 'distance'}"
