"mean_time_sec";"0.17182402610778807"
"mean_time_millisec";"171.8240261077881"
"mean_time_min";"0.0028637337684631345"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.0035089424046870358"
"mean_sum";"0.4533333333333333"
"mean_sum_per";"45.333"
"std_sum";"0.03771236166328254"
"mean_prod";"0.2826666666666667"
"mean_prod_per";"28.267"
"std_prod";"0.03991101212558871"
"mean_max";"0.47733333333333333"
"mean_max_per";"47.733"
"std_max";"0.022939534045447015"
"best_mean_rule";"max"
"BEST_MEAN";"0.47733333333333333"
"BEST_MEAN_per";"47.733"
"best_mean_std";"0.022939534045447015"
"best_fold";"2"
"best_rule";"max"
"best_fold_accuracy";"0.5066666666666667"
"best_fold_accuracy_per";"50.667"
"best_params";"{'criterion': 'entropy', 'max_depth': 10, 'splitter': 'best'}"
