"mean_time_sec";"2.0819859981536863"
"mean_time_millisec";"2081.9859981536865"
"mean_time_min";"0.034699766635894774"
"mean_time_hour_min_sec";"00:00:02"
"std_time";"0.008824269405593502"
"mean_sum";"0.8053333333333332"
"mean_sum_per";"80.533"
"std_sum";"0.052391687211702655"
"mean_prod";"0.8160000000000001"
"mean_prod_per";"81.6"
"std_prod";"0.03714236873915766"
"mean_max";"0.7866666666666666"
"mean_max_per";"78.667"
"std_max";"0.03955305859784355"
"best_mean_rule";"prod"
"BEST_MEAN";"0.8160000000000001"
"BEST_MEAN_per";"81.6"
"best_mean_std";"0.03714236873915766"
"best_fold";"0"
"best_rule";"sum"
"best_fold_accuracy";"0.9066666666666666"
"best_fold_accuracy_per";"90.667"
"best_params";"{'activation': 'logistic', 'learning_rate_init': 0.01, 'momentum': 0.4, 'solver': 'sgd'}"
