"mean_time_sec";"0.044629812240600586"
"mean_time_millisec";"44.629812240600586"
"mean_time_min";"0.0007438302040100097"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.006782571560637646"
"mean_sum";"0.688"
"mean_sum_per";"68.8"
"std_sum";"0.026127890589687227"
"mean_prod";"0.584"
"mean_prod_per";"58.4"
"std_prod";"0.05926962872238101"
"mean_max";"0.5813333333333333"
"mean_max_per";"58.133"
"std_max";"0.06510162995057975"
"best_mean_rule";"sum"
"BEST_MEAN";"0.688"
"BEST_MEAN_per";"68.8"
"best_mean_std";"0.026127890589687227"
"best_fold";"1"
"best_rule";"sum"
"best_fold_accuracy";"0.7066666666666667"
"best_fold_accuracy_per";"70.667"
"best_params";"{'metric': 'euclidean', 'n_neighbors': 10, 'weights': 'distance'}"
