"mean_time_sec";"1.3332324028015137"
"mean_time_millisec";"1333.2324028015137"
"mean_time_min";"0.022220540046691894"
"mean_time_hour_min_sec";"00:00:01"
"std_time";"0.004695720850081773"
"mean_sum";"0.7173333333333334"
"mean_sum_per";"71.733"
"std_sum";"0.058666666666666686"
"mean_prod";"0.7253333333333333"
"mean_prod_per";"72.533"
"std_prod";"0.05170858514577416"
"mean_max";"0.6773333333333335"
"mean_max_per";"67.733"
"std_max";"0.05986651818838306"
"best_mean_rule";"prod"
"BEST_MEAN";"0.7253333333333333"
"BEST_MEAN_per";"72.533"
"best_mean_std";"0.05170858514577416"
"best_fold";"3"
"best_rule";"sum"
"best_fold_accuracy";"0.8"
"best_fold_accuracy_per";"80.0"
"best_params";"{'criterion': 'gini', 'max_depth': 100, 'max_features': 'sqrt', 'n_estimators': 1000}"
