"mean_time_sec";"0.052985763549804686"
"mean_time_millisec";"52.98576354980469"
"mean_time_min";"0.0008830960591634115"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.027213132150642534"
"mean_sum";"0.6613333333333333"
"mean_sum_per";"66.133"
"std_sum";"0.05631656555184765"
"mean_prod";"0.5840000000000001"
"mean_prod_per";"58.4"
"std_prod";"0.06553709721303734"
"mean_max";"0.5493333333333333"
"mean_max_per";"54.933"
"std_max";"0.05425863986500215"
"best_mean_rule";"sum"
"BEST_MEAN";"0.6613333333333333"
"BEST_MEAN_per";"66.133"
"best_mean_std";"0.05631656555184765"
"best_fold";"1"
"best_rule";"sum"
"best_fold_accuracy";"0.72"
"best_fold_accuracy_per";"72.0"
"best_params";"{'metric': 'euclidean', 'n_neighbors': 10, 'weights': 'distance'}"
