"mean_time_sec";"0.905314588546753"
"mean_time_millisec";"905.3145885467529"
"mean_time_min";"0.015088576475779216"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.17257474622229013"
"mean_sum";"0.9668058704211907"
"mean_sum_per";"96.681"
"std_sum";"0.014112673409936698"
"mean_prod";"0.9668058704211907"
"mean_prod_per";"96.681"
"std_prod";"0.014112673409936698"
"mean_max";"0.9668058704211907"
"mean_max_per";"96.681"
"std_max";"0.014112673409936698"
"best_mean_rule";"sum"
"BEST_MEAN";"0.9668058704211907"
"BEST_MEAN_per";"96.681"
"best_mean_std";"0.014112673409936698"
"best_fold";"1"
"best_rule";"max"
"best_fold_accuracy";"0.9930795847750865"
"best_fold_accuracy_per";"99.308"
"best_params";"{'activation': 'relu', 'learning_rate_init': 0.01, 'momentum': 0.9, 'solver': 'sgd'}"
