"mean_time_sec";"1.211335039138794"
"mean_time_millisec";"1211.335039138794"
"mean_time_min";"0.020188917318979902"
"mean_time_hour_min_sec";"00:00:01"
"std_time";"0.02208261450123668"
"mean_sum";"0.5199999999999999"
"mean_sum_per";"52.0"
"std_sum";"0.04988876515698588"
"mean_prod";"0.22133333333333333"
"mean_prod_per";"22.133"
"std_prod";"0.02745501370929867"
"mean_max";"0.4"
"mean_max_per";"40.0"
"std_max";"0.04695151163109068"
"best_mean_rule";"sum"
"BEST_MEAN";"0.5199999999999999"
"BEST_MEAN_per";"52.0"
"best_mean_std";"0.04988876515698588"
"best_fold";"1"
"best_rule";"sum"
"best_fold_accuracy";"0.5733333333333334"
"best_fold_accuracy_per";"57.333"
"best_params";"{'criterion': 'entropy', 'max_depth': 100, 'splitter': 'best'}"
