"mean_time_sec";"1.342980432510376"
"mean_time_millisec";"1342.980432510376"
"mean_time_min";"0.022383007208506268"
"mean_time_hour_min_sec";"00:00:01"
"std_time";"0.009702157748443359"
"mean_sum";"0.7653333333333333"
"mean_sum_per";"76.533"
"std_sum";"0.03330665599145812"
"mean_prod";"0.776"
"mean_prod_per";"77.6"
"std_prod";"0.03517574922206112"
"mean_max";"0.7226666666666668"
"mean_max_per";"72.267"
"std_max";"0.03414999593297518"
"best_mean_rule";"prod"
"BEST_MEAN";"0.776"
"BEST_MEAN_per";"77.6"
"best_mean_std";"0.03517574922206112"
"best_fold";"0"
"best_rule";"prod"
"best_fold_accuracy";"0.84"
"best_fold_accuracy_per";"84.0"
"best_params";"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 1000}"
