"mean_time_sec";"0.006883430480957031"
"mean_time_millisec";"6.883430480957031"
"mean_time_min";"0.00011472384134928385"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.001738716421821657"
"mean_sum";"0.5573333333333333"
"mean_sum_per";"55.733"
"std_sum";"0.05555377774933243"
"mean_prod";"0.5573333333333333"
"mean_prod_per";"55.733"
"std_prod";"0.05555377774933243"
"mean_max";"0.5573333333333333"
"mean_max_per";"55.733"
"std_max";"0.05555377774933243"
"best_mean_rule";"sum"
"BEST_MEAN";"0.5573333333333333"
"BEST_MEAN_per";"55.733"
"best_mean_std";"0.05555377774933243"
"best_fold";"1"
"best_rule";"max"
"best_fold_accuracy";"0.6533333333333333"
"best_fold_accuracy_per";"65.333"
"best_params";"{'criterion': 'gini', 'max_depth': 100, 'splitter': 'random'}"
