"mean_time_sec";"1.7459686756134034"
"mean_time_millisec";"1745.9686756134033"
"mean_time_min";"0.029099477926890056"
"mean_time_hour_min_sec";"00:00:01"
"std_time";"0.00919933237404351"
"mean_sum";"0.7413333333333334"
"mean_sum_per";"74.133"
"std_sum";"0.07756287771866124"
"mean_prod";"0.728"
"mean_prod_per";"72.8"
"std_prod";"0.074761844100673"
"mean_max";"0.5626666666666666"
"mean_max_per";"56.267"
"std_max";"0.07370813312578803"
"best_mean_rule";"sum"
"BEST_MEAN";"0.7413333333333334"
"BEST_MEAN_per";"74.133"
"best_mean_std";"0.07756287771866124"
"best_fold";"1"
"best_rule";"sum"
"best_fold_accuracy";"0.88"
"best_fold_accuracy_per";"88.0"
"best_params";"{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'sqrt', 'n_estimators': 1000}"
