"mean_time_sec";"0.054520368576049805"
"mean_time_millisec";"54.520368576049805"
"mean_time_min";"0.0009086728096008301"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.042625746819194094"
"mean_sum";"0.7093333333333334"
"mean_sum_per";"70.933"
"std_sum";"0.059269628722380986"
"mean_prod";"0.6666666666666667"
"mean_prod_per";"66.667"
"std_prod";"0.051294357497790266"
"mean_max";"0.6666666666666666"
"mean_max_per";"66.667"
"std_max";"0.057193628238739226"
"best_mean_rule";"sum"
"BEST_MEAN";"0.7093333333333334"
"BEST_MEAN_per";"70.933"
"best_mean_std";"0.059269628722380986"
"best_fold";"1"
"best_rule";"sum"
"best_fold_accuracy";"0.8"
"best_fold_accuracy_per";"80.0"
"best_params";"{'metric': 'euclidean', 'n_neighbors': 8, 'weights': 'distance'}"
