"mean_time_sec";"0.03451242446899414"
"mean_time_millisec";"34.51242446899414"
"mean_time_min";"0.0005752070744832357"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.024353751947495512"
"mean_sum";"0.6853333333333332"
"mean_sum_per";"68.533"
"std_sum";"0.053065996645686404"
"mean_prod";"0.6453333333333333"
"mean_prod_per";"64.533"
"std_prod";"0.05239168721170264"
"mean_max";"0.6746666666666666"
"mean_max_per";"67.467"
"std_max";"0.03827386691841953"
"best_mean_rule";"sum"
"BEST_MEAN";"0.6853333333333332"
"BEST_MEAN_per";"68.533"
"best_mean_std";"0.053065996645686404"
"best_fold";"0"
"best_rule";"sum"
"best_fold_accuracy";"0.7466666666666667"
"best_fold_accuracy_per";"74.667"
"best_params";"{'metric': 'euclidean', 'n_neighbors': 10, 'weights': 'distance'}"
