"mean_time_sec";"2.804535913467407"
"mean_time_millisec";"2804.535913467407"
"mean_time_min";"0.046742265224456785"
"mean_time_hour_min_sec";"00:00:02"
"std_time";"0.002935493728603003"
"mean_sum";"0.8186666666666668"
"mean_sum_per";"81.867"
"std_sum";"0.04430199393556308"
"mean_prod";"0.8160000000000001"
"mean_prod_per";"81.6"
"std_prod";"0.03086889840744062"
"mean_max";"0.792"
"mean_max_per";"79.2"
"std_max";"0.05306599664568641"
"best_mean_rule";"sum"
"BEST_MEAN";"0.8186666666666668"
"BEST_MEAN_per";"81.867"
"best_mean_std";"0.04430199393556308"
"best_fold";"1"
"best_rule";"max"
"best_fold_accuracy";"0.8533333333333334"
"best_fold_accuracy_per";"85.333"
"best_params";"{'activation': 'logistic', 'learning_rate_init': 0.01, 'momentum': 0.4, 'solver': 'sgd'}"
